CommonName,SciName2,Year,Count,CountPartyHour,Flags,PartyHours
American Three-toed Woodpecker,Picoides dorsalis,1964,0,0,,70
American Three-toed Woodpecker,Picoides dorsalis,1965,1,0.0143,,70
American Three-toed Woodpecker,Picoides dorsalis,1966,0,0,,59
American Three-toed Woodpecker,Picoides dorsalis,1967,0,0,,76
American Three-toed Woodpecker,Picoides dorsalis,1968,0,0,,42
American Three-toed Woodpecker,Picoides dorsalis,1969,0,0,,60
American Three-toed Woodpecker,Picoides dorsalis,1970,0,0,,40
American Three-toed Woodpecker,Picoides dorsalis,1971,0,0,,59
American Three-toed Woodpecker,Picoides dorsalis,1972,0,0,,87
American Three-toed Woodpecker,Picoides dorsalis,1973,0,0,,68
American Three-toed Woodpecker,Picoides dorsalis,1974,0,0,,81
American Three-toed Woodpecker,Picoides dorsalis,1975,0,0,,59
American Three-toed Woodpecker,Picoides dorsalis,1976,0,0,,128.5
American Three-toed Woodpecker,Picoides dorsalis,1977,0,0,,123
American Three-toed Woodpecker,Picoides dorsalis,1978,0,0,,122
American Three-toed Woodpecker,Picoides dorsalis,1979,0,0,,121
American Three-toed Woodpecker,Picoides dorsalis,1980,0,0,,117
American Three-toed Woodpecker,Picoides dorsalis,1981,0,0,,136.5
American Three-toed Woodpecker,Picoides dorsalis,1982,0,0,,93
American Three-toed Woodpecker,Picoides dorsalis,1983,0,0,,100
American Three-toed Woodpecker,Picoides dorsalis,1984,0,0,,60
American Three-toed Woodpecker,Picoides dorsalis,1985,0,0,,52
American Three-toed Woodpecker,Picoides dorsalis,1986,0,0,,69
American Three-toed Woodpecker,Picoides dorsalis,1987,0,0,,51
American Three-toed Woodpecker,Picoides dorsalis,1988,0,0,,58
American Three-toed Woodpecker,Picoides dorsalis,1989,0,0,,28
American Three-toed Woodpecker,Picoides dorsalis,1990,0,0,,54.5
American Three-toed Woodpecker,Picoides dorsalis,1991,0,0,,62
American Three-toed Woodpecker,Picoides dorsalis,1992,0,0,,60
American Three-toed Woodpecker,Picoides dorsalis,1993,0,0,,54
American Three-toed Woodpecker,Picoides dorsalis,1994,0,0,,39
American Three-toed Woodpecker,Picoides dorsalis,1995,0,0,,43
American Three-toed Woodpecker,Picoides dorsalis,1996,0,0,,77.25
American Three-toed Woodpecker,Picoides dorsalis,1997,0,0,,74
American Three-toed Woodpecker,Picoides dorsalis,1998,0,0,,52.75
American Three-toed Woodpecker,Picoides dorsalis,1999,0,0,,36.25
American Three-toed Woodpecker,Picoides dorsalis,2000,0,0,,35.5
American Three-toed Woodpecker,Picoides dorsalis,2002,0,0,,44.3
American Three-toed Woodpecker,Picoides dorsalis,2003,0,0,,45.25
American Three-toed Woodpecker,Picoides dorsalis,2004,0,0,,31.25
American Three-toed Woodpecker,Picoides dorsalis,2005,0,0,,25.5
American Three-toed Woodpecker,Picoides dorsalis,2006,0,0,,72.75
American Three-toed Woodpecker,Picoides dorsalis,2007,0,0,,46.75
American Three-toed Woodpecker,Picoides dorsalis,2008,0,0,,27
American Three-toed Woodpecker,Picoides dorsalis,2009,0,0,,42.75
American Three-toed Woodpecker,Picoides dorsalis,2010,0,0,,54.25
American Three-toed Woodpecker,Picoides dorsalis,2011,0,0,,49.6
American Three-toed Woodpecker,Picoides dorsalis,2012,0,0,,54
American Three-toed Woodpecker,Picoides dorsalis,2013,0,0,,46.1
American Three-toed Woodpecker,Picoides dorsalis,2014,0,0,,60.25
American Three-toed Woodpecker,Picoides dorsalis,2015,0,0,,63.5
American Three-toed Woodpecker,Picoides dorsalis,2016,0,0,,47
American Three-toed Woodpecker,Picoides dorsalis,2017,0,0,,40.49
American Three-toed Woodpecker,Picoides dorsalis,2018,0,0,,38.4
American Three-toed Woodpecker,Picoides dorsalis,2019,0,0,,31.78
American Three-toed Woodpecker,Picoides dorsalis,2020,0,0,,69.35
American Tree Sparrow,Spizelloides arborea,1933,10,0,,0
American Tree Sparrow,Spizelloides arborea,1934,4,0,,0
American Tree Sparrow,Spizelloides arborea,1935,22,0,,0
American Tree Sparrow,Spizelloides arborea,1936,16,0,,0
American Tree Sparrow,Spizelloides arborea,1937,2,0,,0
American Tree Sparrow,Spizelloides arborea,1938,1,0.0392,,25.5
American Tree Sparrow,Spizelloides arborea,1940,0,0,,0
American Tree Sparrow,Spizelloides arborea,1941,0,0,,26
American Tree Sparrow,Spizelloides arborea,1943,1,0.0286,,35
American Tree Sparrow,Spizelloides arborea,1945,0,0,,32
American Tree Sparrow,Spizelloides arborea,1946,1,0.0313,,32
American Tree Sparrow,Spizelloides arborea,1949,0,0,,0
American Tree Sparrow,Spizelloides arborea,1950,1,0.0526,,19
American Tree Sparrow,Spizelloides arborea,1951,5,0.5556,,9
American Tree Sparrow,Spizelloides arborea,1954,37,0.7255,,51
American Tree Sparrow,Spizelloides arborea,1955,103,1.8727,,55
American Tree Sparrow,Spizelloides arborea,1957,23,0.5476,,42
American Tree Sparrow,Spizelloides arborea,1958,119,2.0169,,59
American Tree Sparrow,Spizelloides arborea,1959,51,0.9444,,54
American Tree Sparrow,Spizelloides arborea,1960,106,1.963,,54
American Tree Sparrow,Spizelloides arborea,1961,121,2.5208,,48
American Tree Sparrow,Spizelloides arborea,1962,170,2.4286,,70
American Tree Sparrow,Spizelloides arborea,1963,130,2.3214,,56
American Tree Sparrow,Spizelloides arborea,1964,180,2.5714,,70
American Tree Sparrow,Spizelloides arborea,1965,86,1.2286,,70
American Tree Sparrow,Spizelloides arborea,1966,89,1.5085,,59
American Tree Sparrow,Spizelloides arborea,1967,60,0.7895,,76
American Tree Sparrow,Spizelloides arborea,1968,72,1.7143,,42
American Tree Sparrow,Spizelloides arborea,1969,56,0.9333,,60
American Tree Sparrow,Spizelloides arborea,1970,110,2.75,,40
American Tree Sparrow,Spizelloides arborea,1971,84,1.4237,,59
American Tree Sparrow,Spizelloides arborea,1972,129,1.4828,,87
American Tree Sparrow,Spizelloides arborea,1973,102,1.5,,68
American Tree Sparrow,Spizelloides arborea,1974,170,2.0988,,81
American Tree Sparrow,Spizelloides arborea,1975,46,0.7797,,59
American Tree Sparrow,Spizelloides arborea,1976,98,0.7626,,128.5
American Tree Sparrow,Spizelloides arborea,1977,86,0.6992,,123
American Tree Sparrow,Spizelloides arborea,1978,46,0.377,,122
American Tree Sparrow,Spizelloides arborea,1979,70,0.5785,,121
American Tree Sparrow,Spizelloides arborea,1980,48,0.4103,,117
American Tree Sparrow,Spizelloides arborea,1981,83,0.6081,,136.5
American Tree Sparrow,Spizelloides arborea,1982,72,0.7742,,93
American Tree Sparrow,Spizelloides arborea,1983,44,0.44,,100
American Tree Sparrow,Spizelloides arborea,1984,42,0.7,,60
American Tree Sparrow,Spizelloides arborea,1985,80,1.5385,,52
American Tree Sparrow,Spizelloides arborea,1986,24,0.3478,,69
American Tree Sparrow,Spizelloides arborea,1987,46,0.902,,51
American Tree Sparrow,Spizelloides arborea,1988,29,0.5,,58
American Tree Sparrow,Spizelloides arborea,1989,37,1.3214,,28
American Tree Sparrow,Spizelloides arborea,1990,37,0.6789,,54.5
American Tree Sparrow,Spizelloides arborea,1991,12,0.1935,,62
American Tree Sparrow,Spizelloides arborea,1992,20,0.3333,,60
American Tree Sparrow,Spizelloides arborea,1993,6,0.1111,,54
American Tree Sparrow,Spizelloides arborea,1994,40,1.0256,,39
American Tree Sparrow,Spizelloides arborea,1995,17,0.3953,,43
American Tree Sparrow,Spizelloides arborea,1996,19,0.246,,77.25
American Tree Sparrow,Spizelloides arborea,1997,26,0.3514,,74
American Tree Sparrow,Spizelloides arborea,1998,47,0.891,,52.75
American Tree Sparrow,Spizelloides arborea,1999,6,0.1655,,36.25
American Tree Sparrow,Spizelloides arborea,2000,5,0.1408,,35.5
American Tree Sparrow,Spizelloides arborea,2002,18,0.4063,,44.3
American Tree Sparrow,Spizelloides arborea,2003,42,0.9282,,45.25
American Tree Sparrow,Spizelloides arborea,2004,8,0.256,,31.25
American Tree Sparrow,Spizelloides arborea,2005,21,0.8235,,25.5
American Tree Sparrow,Spizelloides arborea,2006,13,0.1787,,72.75
American Tree Sparrow,Spizelloides arborea,2007,12,0.2567,,46.75
American Tree Sparrow,Spizelloides arborea,2008,13,0.4815,,27
American Tree Sparrow,Spizelloides arborea,2009,4,0.0936,,42.75
American Tree Sparrow,Spizelloides arborea,2010,0,0,,54.25
American Tree Sparrow,Spizelloides arborea,2011,2,0.0403,,49.6
American Tree Sparrow,Spizelloides arborea,2012,12,0.2222,,54
American Tree Sparrow,Spizelloides arborea,2013,4,0.0868,,46.1
American Tree Sparrow,Spizelloides arborea,2014,5,0.083,"LC,",60.25
American Tree Sparrow,Spizelloides arborea,2015,4,0.063,,63.5
American Tree Sparrow,Spizelloides arborea,2016,13,0.2766,,47
American Tree Sparrow,Spizelloides arborea,2017,3,0.0741,,40.49
American Tree Sparrow,Spizelloides arborea,2018,4,0.1042,,38.4
American Tree Sparrow,Spizelloides arborea,2019,7,0.2203,,31.78
American Tree Sparrow,Spizelloides arborea,2020,10,0.1442,,69.35
American Wigeon,Anas americana,1933,0,0,,0
American Wigeon,Anas americana,1934,0,0,,0
American Wigeon,Anas americana,1935,0,0,,0
American Wigeon,Anas americana,1936,0,0,,0
American Wigeon,Anas americana,1937,0,0,,0
American Wigeon,Anas americana,1938,0,0,,25.5
American Wigeon,Anas americana,1940,0,0,,0
American Wigeon,Anas americana,1941,0,0,,26
American Wigeon,Anas americana,1943,0,0,,35
American Wigeon,Anas americana,1945,0,0,,32
American Wigeon,Anas americana,1946,0,0,,32
American Wigeon,Anas americana,1949,0,0,,0
American Wigeon,Anas americana,1950,0,0,,19
American Wigeon,Anas americana,1951,0,0,,9
American Wigeon,Anas americana,1954,0,0,,51
American Wigeon,Anas americana,1955,0,0,,55
American Wigeon,Anas americana,1957,0,0,,42
American Wigeon,Anas americana,1958,0,0,,59
American Wigeon,Anas americana,1959,0,0,,54
American Wigeon,Anas americana,1960,0,0,,54
American Wigeon,Anas americana,1961,0,0,,48
American Wigeon,Anas americana,1962,0,0,,70
American Wigeon,Anas americana,1963,0,0,,56
American Wigeon,Anas americana,1964,0,0,,70
American Wigeon,Anas americana,1965,0,0,,70
American Wigeon,Anas americana,1966,0,0,,59
American Wigeon,Anas americana,1967,0,0,,76
American Wigeon,Anas americana,1968,0,0,,42
American Wigeon,Anas americana,1969,0,0,,60
American Wigeon,Anas americana,1970,0,0,,40
American Wigeon,Anas americana,1971,0,0,,59
American Wigeon,Anas americana,1972,0,0,,87
American Wigeon,Anas americana,1973,0,0,,68
American Wigeon,Anas americana,1974,0,0,,81
American Wigeon,Anas americana,1975,0,0,,59
American Wigeon,Anas americana,1976,0,0,,128.5
American Wigeon,Anas americana,1977,0,0,,123
American Wigeon,Anas americana,1978,0,0,,122
American Wigeon,Anas americana,1979,0,0,,121
American Wigeon,Anas americana,1980,0,0,,117
American Wigeon,Anas americana,1981,0,0,,136.5
American Wigeon,Anas americana,1982,0,0,,93
American Wigeon,Anas americana,1983,0,0,,100
American Wigeon,Anas americana,1984,0,0,,60
American Wigeon,Anas americana,1985,0,0,,52
American Wigeon,Anas americana,1986,0,0,,69
American Wigeon,Anas americana,1987,0,0,,51
American Wigeon,Anas americana,1988,0,0,,58
American Wigeon,Anas americana,1989,0,0,,28
American Wigeon,Anas americana,1990,0,0,,54.5
American Wigeon,Anas americana,1991,0,0,,62
American Wigeon,Anas americana,1992,0,0,,60
American Wigeon,Anas americana,1993,0,0,,54
American Wigeon,Anas americana,1994,0,0,,39
American Wigeon,Anas americana,1995,0,0,,43
American Wigeon,Anas americana,1996,0,0,,77.25
American Wigeon,Anas americana,1997,0,0,,74
American Wigeon,Anas americana,1998,0,0,,52.75
American Wigeon,Anas americana,1999,0,0,,36.25
American Wigeon,Anas americana,2000,0,0,,35.5
American Wigeon,Anas americana,2002,0,0,,44.3
American Wigeon,Anas americana,2003,0,0,,45.25
American Wigeon,Anas americana,2004,0,0,,31.25
American Wigeon,Anas americana,2005,0,0,,25.5
American Wigeon,Anas americana,2006,0,0,,72.75
American Wigeon,Anas americana,2007,0,0,,46.75
American Wigeon,Anas americana,2008,0,0,,27
American Wigeon,Anas americana,2009,0,0,,42.75
American Wigeon,Anas americana,2010,0,0,,54.25
American Wigeon,Anas americana,2011,1,0.0202,"US,",49.6
American Wigeon,Anas americana,2012,9,0.1667,,54
American Wigeon,Anas americana,2013,0,0,,46.1
American Wigeon,Anas americana,2014,2,0.0332,,60.25
American Wigeon,Anas americana,2015,1,0.0157,,63.5
American Wigeon,Anas americana,2016,1,0.0213,,47
American Wigeon,Anas americana,2017,0,0,,40.49
American Wigeon,Anas americana,2018,0,0,,38.4
American Wigeon,Anas americana,2019,0,0,,31.78
American Wigeon,Anas americana,2020,2,0.0288,,69.35
Bald Eagle,Haliaeetus leucocephalus,1933,1,0,,0
Bald Eagle,Haliaeetus leucocephalus,1934,0,0,,0
Bald Eagle,Haliaeetus leucocephalus,1935,4,0,,0
Bald Eagle,Haliaeetus leucocephalus,1936,6,0,,0
Bald Eagle,Haliaeetus leucocephalus,1937,10,0,,0
Bald Eagle,Haliaeetus leucocephalus,1938,3,0.1176,,25.5
Bald Eagle,Haliaeetus leucocephalus,1940,2,0,,0
Bald Eagle,Haliaeetus leucocephalus,1941,5,0.1923,,26
Bald Eagle,Haliaeetus leucocephalus,1943,3,0.0857,,35
Bald Eagle,Haliaeetus leucocephalus,1945,1,0.0313,,32
Bald Eagle,Haliaeetus leucocephalus,1946,5,0.1563,,32
Bald Eagle,Haliaeetus leucocephalus,1949,1,0,,0
Bald Eagle,Haliaeetus leucocephalus,1950,1,0.0526,,19
Bald Eagle,Haliaeetus leucocephalus,1951,3,0.3333,,9
Bald Eagle,Haliaeetus leucocephalus,1954,0,0,,51
Bald Eagle,Haliaeetus leucocephalus,1955,3,0.0545,,55
Bald Eagle,Haliaeetus leucocephalus,1957,1,0.0238,,42
Bald Eagle,Haliaeetus leucocephalus,1958,6,0.1017,,59
Bald Eagle,Haliaeetus leucocephalus,1959,6,0.1111,,54
Bald Eagle,Haliaeetus leucocephalus,1960,5,0.0926,,54
Bald Eagle,Haliaeetus leucocephalus,1961,3,0.0625,,48
Bald Eagle,Haliaeetus leucocephalus,1962,11,0.1571,,70
Bald Eagle,Haliaeetus leucocephalus,1963,6,0.1071,,56
Bald Eagle,Haliaeetus leucocephalus,1964,7,0.1,,70
Bald Eagle,Haliaeetus leucocephalus,1965,9,0.1286,,70
Bald Eagle,Haliaeetus leucocephalus,1966,5,0.0847,,59
Bald Eagle,Haliaeetus leucocephalus,1967,1,0.0132,,76
Bald Eagle,Haliaeetus leucocephalus,1968,1,0.0238,,42
Bald Eagle,Haliaeetus leucocephalus,1969,4,0.0667,,60
Bald Eagle,Haliaeetus leucocephalus,1970,2,0.05,,40
Bald Eagle,Haliaeetus leucocephalus,1971,5,0.0847,,59
Bald Eagle,Haliaeetus leucocephalus,1972,5,0.0575,,87
Bald Eagle,Haliaeetus leucocephalus,1973,1,0.0147,,68
Bald Eagle,Haliaeetus leucocephalus,1974,9,0.1111,,81
Bald Eagle,Haliaeetus leucocephalus,1975,6,0.1017,,59
Bald Eagle,Haliaeetus leucocephalus,1976,2,0.0156,,128.5
Bald Eagle,Haliaeetus leucocephalus,1977,6,0.0488,,123
Bald Eagle,Haliaeetus leucocephalus,1978,2,0.0164,,122
Bald Eagle,Haliaeetus leucocephalus,1979,5,0.0413,,121
Bald Eagle,Haliaeetus leucocephalus,1980,6,0.0513,,117
Bald Eagle,Haliaeetus leucocephalus,1981,8,0.0586,,136.5
Bald Eagle,Haliaeetus leucocephalus,1982,7,0.0753,,93
Bald Eagle,Haliaeetus leucocephalus,1983,5,0.05,,100
Bald Eagle,Haliaeetus leucocephalus,1984,0,0,,60
Bald Eagle,Haliaeetus leucocephalus,1985,2,0.0385,,52
Bald Eagle,Haliaeetus leucocephalus,1986,6,0.087,,69
Bald Eagle,Haliaeetus leucocephalus,1987,8,0.1569,,51
Bald Eagle,Haliaeetus leucocephalus,1988,5,0.0862,,58
Bald Eagle,Haliaeetus leucocephalus,1989,5,0.1786,,28
Bald Eagle,Haliaeetus leucocephalus,1990,4,0.0734,,54.5
Bald Eagle,Haliaeetus leucocephalus,1991,1,0.0161,,62
Bald Eagle,Haliaeetus leucocephalus,1992,4,0.0667,,60
Bald Eagle,Haliaeetus leucocephalus,1993,5,0.0926,,54
Bald Eagle,Haliaeetus leucocephalus,1994,5,0.1282,,39
Bald Eagle,Haliaeetus leucocephalus,1995,5,0.1163,,43
Bald Eagle,Haliaeetus leucocephalus,1996,14,0.1812,,77.25
Bald Eagle,Haliaeetus leucocephalus,1997,10,0.1351,,74
Bald Eagle,Haliaeetus leucocephalus,1998,14,0.2654,,52.75
Bald Eagle,Haliaeetus leucocephalus,1999,13,0.3586,,36.25
Bald Eagle,Haliaeetus leucocephalus,2000,13,0.3662,,35.5
Bald Eagle,Haliaeetus leucocephalus,2002,7,0.158,,44.3
Bald Eagle,Haliaeetus leucocephalus,2003,13,0.2873,,45.25
Bald Eagle,Haliaeetus leucocephalus,2004,5,0.16,,31.25
Bald Eagle,Haliaeetus leucocephalus,2005,6,0.2353,,25.5
Bald Eagle,Haliaeetus leucocephalus,2006,17,0.2337,,72.75
Bald Eagle,Haliaeetus leucocephalus,2007,12,0.2567,,46.75
Bald Eagle,Haliaeetus leucocephalus,2008,14,0.5185,,27
Bald Eagle,Haliaeetus leucocephalus,2009,11,0.2573,,42.75
Bald Eagle,Haliaeetus leucocephalus,2010,11,0.2028,,54.25
Bald Eagle,Haliaeetus leucocephalus,2011,18,0.3629,,49.6
Bald Eagle,Haliaeetus leucocephalus,2012,26,0.4815,"HC,",54
Bald Eagle,Haliaeetus leucocephalus,2013,6,0.1302,,46.1
Bald Eagle,Haliaeetus leucocephalus,2014,24,0.3983,,60.25
Bald Eagle,Haliaeetus leucocephalus,2015,13,0.2047,,63.5
Bald Eagle,Haliaeetus leucocephalus,2016,6,0.1277,,47
Bald Eagle,Haliaeetus leucocephalus,2017,10,0.247,,40.49
Bald Eagle,Haliaeetus leucocephalus,2018,15,0.3906,,38.4
Bald Eagle,Haliaeetus leucocephalus,2019,3,0.0944,,31.78
Bald Eagle,Haliaeetus leucocephalus,2020,18,0.2596,,69.35
Baltimore Oriole,Icterus galbula,1933,0,0,,0
Baltimore Oriole,Icterus galbula,1934,0,0,,0
Baltimore Oriole,Icterus galbula,1935,0,0,,0
Baltimore Oriole,Icterus galbula,1936,0,0,,0
Baltimore Oriole,Icterus galbula,1937,0,0,,0
Baltimore Oriole,Icterus galbula,1938,0,0,,25.5
Baltimore Oriole,Icterus galbula,1940,0,0,,0
Baltimore Oriole,Icterus galbula,1941,0,0,,26
Baltimore Oriole,Icterus galbula,1943,0,0,,35
Baltimore Oriole,Icterus galbula,1945,0,0,,32
Baltimore Oriole,Icterus galbula,1946,0,0,,32
Baltimore Oriole,Icterus galbula,1949,0,0,,0
Baltimore Oriole,Icterus galbula,1950,0,0,,19
Baltimore Oriole,Icterus galbula,1951,0,0,,9
Baltimore Oriole,Icterus galbula,1954,0,0,,51
Baltimore Oriole,Icterus galbula,1955,0,0,,55
Baltimore Oriole,Icterus galbula,1957,0,0,,42
Baltimore Oriole,Icterus galbula,1958,0,0,,59
Baltimore Oriole,Icterus galbula,1959,1,0.0185,,54
Baltimore Oriole,Icterus galbula,1960,1,0.0185,,54
Baltimore Oriole,Icterus galbula,1961,0,0,,48
Baltimore Oriole,Icterus galbula,1962,1,0.0143,,70
Baltimore Oriole,Icterus galbula,1963,3,0.0536,,56
Baltimore Oriole,Icterus galbula,1964,1,0.0143,,70
Baltimore Oriole,Icterus galbula,1965,0,0,,70
Baltimore Oriole,Icterus galbula,1966,1,0.0169,,59
